Name,Suburb,Postcode,School Level
Cabramatta West Public School,Cabramatta ,2166,Primary School
Chester Hill North Public School,Chester Hill ,2162,Primary School
Canley Heights Public School,Canley Heights ,2166,Primary School
Balgowlah North Public School,North Balgowlah,2093,Primary School
Gordon East Public School,Gordon ,2072,Primary School
Yennora Public School,Yennora ,2161,Primary School
Katoomba North Public School,Katoomba ,2780,Primary School
Biraban Public School,Toronto ,2283,Primary School
Pendle Hill Public School,Wentworthville,2145,Primary School
Umina Beach Public School,Umina Beach ,2257,Primary School
Fern Bay Public School,Fern Bay ,2295,Primary School
Hilltop Road Public School,Merrylands ,2160,Primary School
Richmond Public School,Richmond ,2753,Primary School
Guildford West Public School,Guildford West ,2161,Primary School
Jannali East Public School,Jannali ,2226,Primary School
Warilla Public School,Warilla ,2528,Primary School
Fairvale Public School,Fairfield ,2165,Primary School
Lake Heights Public School,LAKE HEIGHTS,2502,Primary School
Panania North Public School,Panania ,2213,Primary School
Peakhurst West Public School,Peakhurst ,2210,Primary School
Chatham Public School,Taree ,2430,Primary School
Mowbray Public School,Lane Cove,2066,Primary School
Revesby South Public School,Revesby ,2212,Primary School
Booragul Public School,Booragul ,2284,Primary School
Gunnedah South Public School,Gunnedah ,2380,Primary School
Forestville Public School,Forestville ,2087,Primary School
Glenroi Heights Public School,Orange,2800,Primary School
Manly Vale Public School,Manly Vale ,2093,Primary School
Coal Point Public School,Coal Point ,2283,Primary School
Sylvania Heights Public School,SYLVANIA,2224,Primary School
Griffith North Public School,Griffith ,2680,Primary School
Dundas Public School,Dundas,2117,Primary School
Eleebana Public School,Eleebana ,2282,Primary School
Cringila Public School,Cringila ,2502,Primary School
Epping Heights Public School,Epping ,2121,Primary School
Eastwood Heights Public School,Eastwood,2122,Primary School
Lindsay Park Public School,Wollongong ,2500,Primary School
Mount Kuring-gai Public School,Mount Kuring-gai ,2080,Primary School
Point Clare Public School,Point Clare ,2250,Primary School
Penshurst West Public School,Mortdale ,2223,Primary School
Kingscliff Public School,KINGSCLIFF,2487,Primary School
Oxley Park Public School,St Marys ,2760,Primary School
Rooty Hill Public School,Rooty Hill ,2766,Primary School
Birrong Public School,Birrong ,2143,Primary School
Leumeah Public School,Leumeah ,2560,Primary School
Wattawa Heights Public School,Bankstown ,2200,Primary School
Cambridge Park Public School,Cambridge Park ,2747,Primary School
Blacktown North Public School,Blacktown ,2148,Primary School
Macquarie Fields Public School,Macquarie Fields ,2564,Primary School
Villawood North Public School,Fairfield East,2165,Primary School
Windsor South Public School,SOUTH WINDSOR,2756,Primary School
Matraville Soldiers Settlement Public School,Matraville ,2036,Primary School
Oatlands Public School,Oatlands ,2117,Primary School
Kirrawee Public School,Kirrawee ,2232,Primary School
Illawong Public School,Illawong ,2234,Primary School
Kemblawarra Public School,Port Kembla ,2505,Primary School
Lilli Pilli Public School,Lilli Pilli ,2229,Primary School
Lismore Heights Public School,Lismore Heights ,2480,Primary School
Padstow North Public School,Padstow,2211,Primary School
Middleton Public School,Parkes ,2870,Primary School
Hannans Road Public School,Riverwood ,2210,Primary School
Mount Ousley Public School,Fairy Meadow,2519,Primary School
Tuggerawong Public School,Tuggerawong ,2259,Primary School
Forbes North Public School,Forbes ,2871,Primary School
Murwillumbah East Public School,Murwillumbah ,2484,Primary School
Telopea Public School,Telopea,2117,Primary School
Nowra Hill Public School,Nowra ,2541,Primary School
Central Mangrove Public School,Central Mangrove,2250,Primary School
Tweed Heads South Public School,Tweed Heads South ,2486,Primary School
Deniliquin South Public School,Deniliquin ,2710,Primary School
Mingoola Public School,MINGOOLA,4380,Primary School
Blacktown West Public School,Blacktown ,2148,Primary School
Warnervale Public School,Hamlyn Terrace,2259,Primary School
Moree East Public School,Moree ,2400,Primary School
Albion Park Rail Public School,Albion Park ,2527,Primary School
Miranda North Public School,Miranda ,2228,Primary School
Rydalmere East Public School,Ermington ,2115,Primary School
Yowie Bay Public School,Yowie Bay ,2228,Primary School
Ermington West Public School,Ermington ,2115,Primary School
Campbelltown North Public School,Campbelltown ,2560,Primary School
Queanbeyan West Public School,Queanbeyan ,2620,Primary School
Heaton Public School,Jesmond ,2299,Primary School
Young North Public School,Young ,2594,Primary School
Arcadia Vale Public School,Arcadia Vale,2283,Primary School
Garden Suburb Public School,Garden Suburb ,2289,Primary School
Penrith South Public School,Penrith,2750,Primary School
Bankstown West Public School,Bankstown,2200,Primary School
Turvey Park Public School,Wagga Wagga ,2650,Primary School
Erskineville Public School,Erskineville ,2043,Primary School
Castlereagh Public School,Castlereagh ,2750,Primary School
North Haven Public School,North Haven ,2443,Primary School
Tower Street Public School,Panania ,2213,Primary School
Edgeworth Heights Public School,Edgeworth ,2285,Primary School
Yates Avenue Public School,Dundas Valley,2117,Primary School
Kent Road Public School,Eastwood ,2122,Primary School
Liverpool West Public School,Liverpool ,2170,Primary School
Seven Hills West Public School,Seven Hills ,2147,Primary School
Elermore Vale Public School,Wallsend ,2287,Primary School
Truscott Street Public School,North Ryde ,2113,Primary School
Epping North Public School,North Epping ,2121,Primary School
Marayong Public School,Blacktown ,2148,Primary School
Lavington East Public School,Lavington,2641,Primary School
Kooringal Public School,Wagga Wagga ,2650,Primary School
Albert Park Public School,East Lismore ,2480,Primary School
Berkeley West Public School,Berkeley ,2506,Primary School
Budgewoi Public School,Budgewoi,2262,Primary School
Lennox Head Public School,Lennox Head,2478,Primary School
Valentine Public School,Valentine ,2280,Primary School
Black Springs Public School,Black Springs,2787,Primary School
Lalor Park Public School,Lalor Park ,2147,Primary School
Bert Oldfield Public School,Seven Hills,2147,Primary School
Blacktown South Public School,Blacktown ,2148,Primary School
Charlestown East Public School,Charlestown ,2290,Primary School
Warrimoo Public School,Warrimoo ,2774,Primary School
Kempsey South Public School,Kempsey ,2440,Primary School
Blacksmiths Public School,Blacksmiths,2281,Primary School
Casula Public School,Casula ,2170,Primary School
Elanora Heights Public School,Elanora Heights ,2101,Primary School
Allambie Heights Public School,ALLAMBIE HEIGHTS,2100,Primary School
Kotara South Public School,KOTARA SOUTH,2289,Primary School
Parkes East Public School,Parkes ,2870,Primary School
St Marys North Public School,North St Marys,2760,Primary School
Biddabah Public School,Warners Bay ,2282,Primary School
Glendale East Public School,Glendale ,2285,Primary School
Fennell Bay Public School,Fennell Bay ,2283,Primary School
Temora West Public School,Temora ,2666,Primary School
Mount Pritchard East Public School,Mount Pritchard ,2170,Primary School
Quakers Hill East Public School,Acacia Gardens ,2763,Primary School
Narrandera East Infants School,Narrandera ,2700,Infants School
Mount Austin Public School,Mount Austin ,2650,Primary School
Banksia Road Public School,Greenacre ,2190,Primary School
Gosford East Public School,EAST GOSFORD,2250,Primary School
Loftus Public School,Loftus ,2232,Primary School
Darcy Road Public School,WENTWORTHVILLE,2145,Primary School
Tulloona Public School,Tulloona,2400,Primary School
Bullarah Public School,BULLARAH,2400,Primary School
Laguna Street Public School,Caringbah ,2229,Primary School
Morgan Street Public School,Broken Hill ,2880,Primary School
Railway Town Public School,Broken Hill ,2880,Primary School
Cromer Public School,Cromer ,2099,Primary School
Illaroo Road Public School,NORTH NOWRA,2541,Primary School
Vardys Road Public School,Seven Hills ,2147,Primary School
Wheeler Heights Public School,Collaroy Plateau ,2097,Primary School
Randwick Public School,Randwick ,2031,Primary School
Nowra East Public School,Nowra East ,2541,Primary School
Ryde East Public School,North Ryde ,2113,Primary School
Lynwood Park Public School,BLACKTOWN,2148,Primary School
Burraneer Bay Public School,Cronulla ,2230,Primary School
Mallawa Public School,MOREE,2400,Primary School
Tarro Public School,Tarro ,2322,Primary School
Lakelands Public School,Dapto ,2530,Primary School
Griffith East Public School,Griffith ,2680,Primary School
Khancoban Public School,Khancoban ,2642,Primary School
Hornsby Heights Public School,Hornsby ,2077,Primary School
Normanhurst West Public School,Thornleigh ,2120,Primary School
Thornleigh West Public School,Thornleigh ,2120,Primary School
Campbelltown East Public School,Campbelltown ,2560,Primary School
Marsden Road Public School,Liverpool ,2170,Primary School
St Marys South Public School,St Marys ,2760,Primary School
Deniliquin North Public School,Deniliquin ,2710,Primary School
Marayong Heights Public School,Marayong,2148,Primary School
West Pymble Public School,West Pymble ,2073,Primary School
Bennett Road Public School,Colyton ,2760,Primary School
Camden South Public School,Camden ,2570,Primary School
Holsworthy Public School,Holsworthy,2173,Primary School
Lurnea Public School,Lurnea ,2170,Primary School
Mount Druitt Public School,MOUNT DRUITT,2770,Primary School
Balarang Public School,Oak Flats ,2529,Primary School
Engadine West Public School,Engadine ,2233,Primary School
St Ives North Public School,St Ives ,2075,Primary School
Roselea Public School,Carlingford ,2118,Primary School
Woonona East Public School,Woonona,2517,Primary School
Yarrawarrah Public School,Engadine ,2233,Primary School
Chifley Public School,Malabar,2036,Primary School
Weilmoringle Public School,Weilmoringle ,2839,Primary School
Walters Road Public School,Blacktown ,2148,Primary School
Bardia Public School,Bardia,2565,Primary School
Ringrose Public School,Greystanes ,2145,Primary School
Blaxland East Public School,BLAXLAND EAST,2774,Primary School
Harrington Street Public School,Cabramatta,2166,Primary School
Mannering Park Public School,Mannering Park ,2259,Primary School
Hillsborough Public School,Charlestown ,2290,Primary School
Sadleir Public School,Sadleir ,2168,Primary School
Gwandalan Public School,Gwandalan ,2259,Primary School
Peakhurst South Public School,PEAKHURST HEIGHTS,2210,Primary School
Charlestown South Public School,Charlestown ,2290,Primary School
Marayong South Public School,Blacktown ,2148,Primary School
Sherwood Grange Public School,Merrylands ,2160,Primary School
Woy Woy South Public School,Woy Woy ,2256,Primary School
St Ives Public School,St Ives ,2075,Primary School
Warilla North Public School,Warilla ,2528,Primary School
Heckenberg Public School,HECKENBERG,2168,Primary School
Busby Public School,Busby ,2168,Primary School
Miller Public School,Miller ,2168,Primary School
Kingswood South Public School,Kingswood ,2747,Primary School
Picnic Point Public School,Picnic Point ,2213,Primary School
Ashcroft Public School,Ashcroft,2168,Primary School
Kingswood Park Public School,Penrith,2750,Primary School
Coleambally Central School,Coleambally,2707,Central/Community School
Faulconbridge Public School,Faulconbridge ,2776,Primary School
Smithfield West Public School,Wetherill Park,2164,Primary School
Pleasant Heights Public School,Mount Pleasant ,2519,Primary School
Bilgola Plateau Public School,Bilgola Plateau ,2107,Primary School
Cartwright Public School,Cartwright,2168,Primary School
Toongabbie West Public School,Toongabbie ,2146,Primary School
Hornsby North Public School,Hornsby ,2077,Primary School
Toongabbie East Public School,Constitution Hill,2145,Primary School
Caves Beach Public School,Caves Beach,2281,Primary School
Wakehurst Public School,Belrose ,2085,Primary School
Lewisham Public School,LEWISHAM,2049,Primary School
Belair Public School,Adamstown,2289,Primary School
Queanbeyan East Public School,Queanbeyan ,2620,Primary School
Irrawang Public School,Raymond Terrace ,2324,Primary School
Talbingo Public School,Talbingo ,2720,Primary School
Ashmont Public School,Wagga Wagga ,2650,Primary School
Baulkham Hills North Public School,Baulkham Hills ,2153,Primary School
Whalan Public School,Whalan ,2770,Primary School
Floraville Public School,BELMONT,2280,Primary School
Calare Public School,ORANGE,2800,Primary School
Shelley Public School,Blacktown ,2148,Primary School
Jasper Road Public School,Baulkham Hills ,2153,Primary School
E A Southee Public School,Cootamundra,2590,Primary School
Killarney Heights Public School,Killarney Heights ,2087,Primary School
Gymea North Public School,Gymea ,2227,Primary School
Lansvale East Public School,Cabramatta,2166,Primary School
Carlingford West Public School,Carlingford ,2118,Primary School
Queanbeyan South Public School,Queanbeyan ,2620,Primary School
Mount Warrigal Public School,Warilla ,2528,Primary School
Busby West Public School,Green Valley ,2168,Primary School
Wyoming Public School,Wyoming ,2250,Primary School
Chertsey Primary School,Springfield ,2250,Primary School
Hayes Park Public School,KANAHOOKA,2530,Primary School
St Ives Park Public School,St Ives ,2075,Primary School
Murray Farm Public School,Carlingford ,2118,Primary School
Tregear Public School,Tregear,2770,Primary School
Bradbury Public School,Bradbury ,2560,Primary School
Narranga Public School,Coffs Harbour ,2450,Primary School
Beresford Road Public School,Greystanes ,2145,Primary School
Bradfordville Public School,GOULBURN,2580,Primary School
Hume Public School,Lavington ,2641,Primary School
Lethbridge Park Public School,Lethbridge Park,2770,Primary School
Koonawarra Public School,Dapto ,2530,Primary School
Red Hill Public School,Wagga Wagga ,2650,Primary School
Westport Public School,Port Macquarie ,2444,Primary School
Parkview Public School,Leeton ,2705,Primary School
Merewether Heights Public School,Merewether Heights ,2291,Primary School
Winston Hills Public School,Winston Hills ,2153,Primary School
Edward Public School,Deniliquin,2710,Primary School
Nuwarra Public School,Moorebank ,2170,Primary School
Gillwinga Public School,South Grafton,2460,Primary School
Emerton Public School,Emerton ,2770,Primary School
Mount Brown Public School,Dapto ,2530,Primary School
Lapstone Public School,Glenbrook ,2773,Primary School
Killarney Vale Public School,Killarney Vale ,2261,Primary School
Niagara Park Public School,Niagara Park ,2250,Primary School
Southern Cross Public School,EAST BALLINA,2478,Primary School
Marton Public School,Engadine ,2233,Primary School
Mimosa Public School,Frenchs Forest ,2086,Primary School
Wideview Public School,Berowra Heights,2082,Primary School
Mount Riverview Public School,MOUNT RIVERVIEW,2774,Primary School
Winmalee Public School,WINMALEE,2777,Primary School
Hillvue Public School,Tamworth ,2340,Primary School
Wollondilly Public School,Goulburn ,2580,Primary School
Cherrybrook Public School,Cherrybrook ,2126,Primary School
Crestwood Public School,Baulkham Hills ,2153,Primary School
Emu Heights Public School,Emu Plains ,2750,Primary School
Metella Road Public School,Toongabbie ,2146,Primary School
Dawson Public School,Dharruk ,2770,Primary School
Hebersham Public School,Hebersham ,2770,Primary School
Madang Avenue Public School,Whalan,2770,Primary School
Berinba Public School,Yass ,2582,Primary School
Hobartville Public School,Hobartville ,2753,Primary School
Blackett Public School,Blackett ,2770,Primary School
Marra Creek Public School,NYNGAN,2825,Primary School
Franklin Public School,Tumut ,2720,Primary School
Sturt Public School,Wagga Wagga,2650,Primary School
Briar Road Public School,CAMPBELLTOWN,2560,Primary School
Woodberry Public School,Woodberry,2322,Primary School
Curran Public School,Macquarie Fields ,2564,Primary School
Guise Public School,Macquarie Fields ,2564,Primary School
Figtree Heights Public School,Figtree ,2525,Primary School
Flinders Public School,Flinders ,2529,Primary School
Sanctuary Point Public School,Sanctuary Point ,2540,Primary School
Mawarra Public School,CAMDEN,2570,Primary School
King Park Public School,St Johns Park ,2176,Primary School
Glenroy Public School,NORTH ALBURY,2640,Primary School
Jewells Primary School,Jewells ,2280,Primary School
Willmot Public School,Willmot,2770,Primary School
Winston Heights Public School,Winston Hills ,2153,Primary School
Werrington Public School,Werrington ,2747,Primary School
Widemere Public School,Greystanes ,2145,Primary School
Leonay Public School,Emu Plains ,2750,Primary School
Shalvey Public School,Shalvey,2770,Primary School
Newling Public School,Armidale ,2350,Primary School
John Warby Public School,Airds ,2560,Primary School
Bidwill Public School,Bidwill,2770,Primary School
St Andrews Public School,St Andrews,2566,Primary School
York Public School,SOUTH PENRITH,2750,Primary School
Grose View Public School,Grose Vale ,2753,Primary School
Cambridge Gardens Public School,Cambridge Park ,2747,Primary School
Culburra Public School,Culburra Beach ,2540,Primary School
Singleton Heights Public School,Singleton Heights,2330,Primary School
Kareela Public School,Kareela,2232,Primary School
Ruse Public School,Ruse ,2560,Primary School
Campbellfield Public School,Minto ,2566,Primary School
Sackville Street Public School,INGLEBURN,2565,Primary School
Woodland Road Public School,ST HELENS PARK,2560,Primary School
Noumea Public School,Shalvey ,2770,Primary School
Hampden Park Public School,Lakemba,2195,Primary School
Dulwich Hill Public School,Dulwich Hill ,2203,Primary School
Minnamurra Public School,Minnamurra,2533,Primary School
Newbridge Heights Public School,Moorebank ,2170,Primary School
Nareena Hills Public School,Figtree ,2525,Primary School
Barrack Heights Public School,BARRACK HEIGHTS,2528,Primary School
Petersham Public School,Petersham ,2049,Primary School
Tyalla Public School,Coffs Harbour ,2450,Primary School
Crawford Public School,Doonside ,2767,Primary School
Ambarvale Public School,Ambarvale ,2560,Primary School
Toormina Public School,Toormina ,2452,Primary School
Bonnet Bay Public School,BONNET BAY,2226,Primary School
Valley View Public School,Wyoming ,2250,Primary School
Sarah Redfern Public School,Minto,2566,Primary School
Claymore Public School,Claymore ,2559,Primary School
King Street Public School,Singleton ,2330,Primary School
Kambora Public School,Davidson ,2085,Primary School
Eastlakes Public School,Eastlakes ,2018,Primary School
Gorokan Public School,Gorokan ,2263,Primary School
The Grange Public School,MINTO,2566,Primary School
Bateau Bay Public School,BATEAU BAY,2261,Primary School
Metford Public School,Metford,2323,Primary School
Wamberal Public School,Wamberal ,2260,Primary School
Springdale Heights Public School,Lavington ,2641,Primary School
Hastings Public School,PORT MACQUARIE,2444,Primary School
Braddock Public School,Cranebrook ,2749,Primary School
Matthew Pearce Public School,Baulkham Hills ,2153,Primary School
Clairgate Public School,St Clair ,2759,Primary School
Kings Langley Public School,Kings Langley ,2147,Primary School
Glenwood Public School,Glenfield ,2167,Primary School
St Clair Public School,ST CLAIR,2759,Primary School
Tuncurry Public School,Tuncurry,2428,Primary School
Orama Public School,Thora ,2454,Primary School
Blairmount Public School,Blairmount ,2559,Primary School
Bangor Public School,BANGOR,2234,Primary School
Rosemeadow Public School,Rosemeadow ,2560,Primary School
Bowen Public School,Orange ,2800,Primary School
Thomas Acres Public School,Ambarvale ,2560,Primary School
Werrington County Public School,Werrington ,2747,Primary School
Chittaway Bay Public School,Chittaway Bay ,2259,Primary School
Wilkins Public School,Marrickville ,2204,Primary School
Jamisontown Public School,SOUTH PENRITH,2750,Primary School
Bonnyrigg Public School,Bonnyrigg ,2177,Primary School
Katoomba Public School,Katoomba ,2780,Primary School
Tanilba Bay Public School,Tanilba Bay ,2319,Primary School
Copacabana Public School,Copacabana ,2251,Primary School
Orana Heights Public School,Dubbo ,2830,Primary School
Plunkett Street Public School,Woolloomooloo ,2011,Primary School
Manning Gardens Public School,Taree ,2430,Primary School
Wiley Park Public School,Wiley Park ,2195,Primary School
Prairievale Public School,Bossley Park ,2176,Primary School
Cudgegong Valley Public School,Mudgee ,2850,Primary School
Wytaliba Public School,Glen Innes ,2370,Primary School
Sandy Beach Public School,Sandy Beach ,2456,Primary School
Eschol Park Public School,Eschol Park ,2558,Primary School
Blackwell Public School,St Clair ,2759,Primary School
Samuel Terry Public School,CRANEBROOK,2749,Primary School
Rutherford Public School,Rutherford,2320,Primary School
Sunshine Bay Public School,Batehaven ,2536,Primary School
William Stimson Public School,Wetherill Park ,2164,Primary School
Wirreanda Public School,Medowie,2318,Primary School
Clare Public School,Clare,2715,Primary School
Brooke Avenue Public School,KILLARNEY VALE,2261,Primary School
Governor Philip King Public School,Edensor Park ,2176,Primary School
Ellison Public School,Springwood ,2777,Primary School
Robert Townson Public School,Raby ,2566,Primary School
Banks Public School,ST CLAIR,2759,Primary School
John Purchase Public School,Cherrybrook ,2126,Primary School
Tharawal Public School,Menai ,2234,Primary School
Samuel Gilbert Public School,Castle Hill ,2154,Primary School
Wingham Brush Public School,WINGHAM,2429,Primary School
William Dean Public School,Dean Park ,2761,Primary School
Minchinbury Public School,Minchinbury ,2770,Primary School
Teven-Tintenbar Public School,Tintenbar ,2478,Primary School
James Erskine Public School,Erskine Park ,2759,Primary School
Kariong Public School,Kariong ,2250,Primary School
Frank Partridge VC Public School,Nambucca Heads ,2448,Primary School
Edensor Park Public School,Edensor Park ,2176,Primary School
Bligh Park Public School,Bligh Park,2756,Primary School
Sydney Distance Education Primary School,Surry Hills,2010,Primary School
Dubbo School of Distance Education,Dubbo,2830,Central/Community School
Northlakes Public School,SAN REMO,2262,Primary School
Shoal Bay Public School,Shoal Bay ,2315,Primary School
Hambledon Public School,Quakers Hill,2763,Primary School
Glenmore Park Public School,Glenmore Park ,2745,Primary School
Vincentia Public School,Vincentia ,2540,Primary School
Kearns Public School,Kearns ,2558,Primary School
Bonnyrigg Heights Public School,Bonnyrigg Heights ,2177,Primary School
Mount Annan Public School,Mount Annan ,2567,Primary School
Hassall Grove Public School,Hassall Grove ,2761,Primary School
Barnier Public School,QUAKERS HILL,2763,Primary School
Maryland Public School,Maryland,2287,Primary School
Aldavilla Public School,Yarravel,2440,Primary School
William Bayldon Public School,Sawtell ,2452,Primary School
St Helens Park Public School,St Helens Park ,2560,Primary School
Oakhill Drive Public School,Castle Hill ,2154,Primary School
Alfords Point Public School,Alfords Point ,2234,Primary School
Mullaway Public School,Mullaway ,2456,Primary School
Centaur Public School,Banora Point ,2486,Primary School
Glendenning Public School,Glendenning,2761,Primary School
Grahamstown Public School,Raymond Terrace ,2324,Primary School
Mount Terry Public School,Albion Park,2527,Primary School
Hallidays Point Public School,DIAMOND BEACH,2430,Primary School
Broulee Public School,Broulee ,2537,Primary School
Hinchinbrook Public School,Hinchinbrook,2168,Primary School
Windsor Park Public School,SOUTH WINDSOR,2756,Primary School
Caddies Creek Public School,Glenwood,2768,Primary School
Buninyong Public School,Dubbo ,2830,Primary School
Tacking Point Public School,Port Macquarie ,2444,Primary School
North Nowra Public School,NORTH NOWRA,2541,Primary School
Henry Fulton Public School,Cranebrook,2749,Primary School
Glendore Public School,Maryland ,2287,Primary School
Narellan Vale Public School,Narellan Vale ,2567,Primary School
Claremont Meadows Public School,Claremont Meadows,2747,Primary School
Blue Haven Public School,Blue Haven ,2262,Primary School
Greenway Park Public School,Carnes Hill ,2171,Primary School
Currans Hill Public School,Currans Hill ,2567,Primary School
Callala Public School,Callala Bay ,2540,Primary School
Newington Public School,Newington ,2127,Primary School
Harrington Park Public School,HARRINGTON PARK,2567,Primary School
Beaumont Hills Public School,Beaumont Hills ,2155,Primary School
Surveyors Creek Public School,Glenmore Park,2745,Primary School
Bogangar Public School,Bogangar ,2488,Primary School
Jerrabomberra Public School,Jerrabomberra ,2619,Primary School
Dalmeny Public School,Prestons ,2170,Primary School
Cecil Hills Public School,Cecil Hills ,2171,Primary School
Woongarrah Public School,Woongarrah ,2259,Primary School
Ironbark Ridge Public School,Rouse Hill,2155,Primary School
Kellyville Ridge Public School,Kellyville Ridge,2155,Primary School
Sherwood Ridge Public School,Kellyville ,2155,Primary School
Shell Cove Public School,Shell Cove,2529,Primary School
Ashtonfield Public School,Ashtonfield ,2323,Primary School
North East Public School of Distance Education,Port Macquarie ,2444,Primary School
Bourke-Walgett School of Distance Education,Bourke ,2840,Primary School
Ropes Crossing Public School,Ropes Crossing ,2760,Primary School
Elderslie Public School,Elderslie,2570,Primary School
Middleton Grange Public School,Middleton Grange,2171,Primary School
John Palmer Public School,The Ponds ,2769,Primary School
Tullimbar Public School,Tullimbar,2527,Primary School
Wilton Public School,WILTON,2571,Primary School
Oran Park Public School,Oran Park,2570,Primary School
Marie Bashir Public School,STRATHFIELD,2135,Primary School
Riverbank Public School,THE PONDS,2769,Primary School
Lake Cathie Public School,LAKE CATHIE,2445,Primary School
Victoria Avenue Public School,CONCORD WEST,2138,Primary School
Anzac Park Public School,CAMMERAY,2062,Primary School
Spring Farm Public School,Spring Farm,2570,Primary School
Southern Cross School of Distance Education,East Ballina,2478,Central/Community School
Wentworth Point Public School,WENTWORTH POINT,2127,Primary School
Arncliffe West Infants School,Arncliffe ,2205,Infants School
Australia Street Infants School,Newtown ,2042,Infants School
Canterbury South Public School,Canterbury ,2193,Primary School
Taverners Hill Infants School,Petersham ,2049,Infants School
Ferncourt Public School,Marrickville ,2204,Primary School
Glen Innes West Infants School,Glen Innes ,2370,Infants School
Harcourt Public School,Campsie ,2194,Primary School
Yeo Park Infants School,Ashfield,2131,Infants School
Merrylands East Public School,Merrylands ,2160,Primary School
Nillo Infants School,LORN,2320,Infants School
Russell Lea Public School,Five Dock ,2046,Primary School
Stanford Merthyr Infants School,Stanford Merthyr ,2327,Infants School
Kyeemagh Infants School,Rockdale ,2216,Infants School
Bardwell Park Infants School,Bardwell Park ,2207,Infants School
Casino West Public School,Casino ,2470,Primary School
Sefton Infants School,Sefton ,2162,Infants School
Hornsby South Public School,Hornsby ,2077,Primary School
Hurstville Grove Infants School,Penshurst ,2222,Infants School
Beauty Point Public School,Mosman ,2088,Primary School
Lansvale Public School,Canley Vale ,2166,Primary School
Granville East Public School,Granville ,2142,Primary School
Westlawn Public School,Grafton ,2460,Primary School
Mount Lewis Infants School,Greenacre ,2190,Infants School
Mulyan Public School,Cowra ,2794,Primary School
Bankstown South Infants School,Bankstown ,2200,Infants School
New Lambton Heights Infants School,New Lambton Heights ,2305,Infants School
Homebush West Public School,HOMEBUSH WEST,2140,Primary School
Cardiff North Public School,Cardiff ,2285,Primary School
Bletchington Public School,Orange,2800,Primary School
Heathcote East Public School,Heathcote ,2233,Primary School
School of the Air,Broken Hill ,2880,Primary School
Glenfield Park School,Glenfield ,2167,Schools for Specific Purposes
Fisher Road School,Dee Why ,2099,Schools for Specific Purposes
Cromehurst School,Lindfield ,2070,Schools for Specific Purposes
Rowland Hassall School,CHESTER HILL,2162,Schools for Specific Purposes
John Brotchie Nursery School,Botany ,2019,Other School
Field of Mars Environmental Education Centre,East Ryde,2113,Environmental Education Centre
Camden Park Environmental Education Centre,Menangle ,2568,Environmental Education Centre
Georges River Environmental Education Centre,Chipping Norton ,2170,Environmental Education Centre
Putland School,Werrington,2747,Schools for Specific Purposes
Dorchester School,Campbelltown ,2560,Schools for Specific Purposes
Girrakool School,Kariong ,2250,Schools for Specific Purposes
Wetlands Environmental Education Centre,Shortland ,2307,Environmental Education Centre
Tallowood School,Kellyville ,2155,Schools for Specific Purposes
Green Square School,Waterloo ,2017,Schools for Specific Purposes
Royal Far West School,Manly ,2095,Schools for Specific Purposes
Beverley Park School,Campbelltown ,2560,Schools for Specific Purposes
Newcastle Senior School,WARATAH,2298,Schools for Specific Purposes
St George Hospital School,Kogarah,2217,Schools for Specific Purposes
Stewart House School,Harbord ,2096,Schools for Specific Purposes
Centennial Park School,RANDWICK,2031,Schools for Specific Purposes
St George School,Kogarah ,2217,Schools for Specific Purposes
Broderick Gillawarna School,Revesby ,2212,Schools for Specific Purposes
Arndell School,North Ryde ,2113,Schools for Specific Purposes
Bridge Road School,Camperdown ,2050,Schools for Specific Purposes
Royal Prince Alfred Hospital School,CAMPERDOWN,2050,Schools for Specific Purposes
Royal North Shore Hospital School,St Leonards,2065,Schools for Specific Purposes
Sydney Childrens Hospital School,Randwick,2031,Schools for Specific Purposes
Sutherland Hospital School,Caringbah,2229,Schools for Specific Purposes
Bankstown Hospital School,Bankstown,2200,Schools for Specific Purposes
Willans Hill School,Wagga Wagga ,2650,Schools for Specific Purposes
Illawarra Hospital School,Wollongong,2500,Schools for Specific Purposes
Liverpool Hospital School,Liverpool ,2170,Schools for Specific Purposes
John Hunter Hospital School,New Lambton Heights,2305,Schools for Specific Purposes
Redbank School,WESTMEAD,2145,Schools for Specific Purposes
Fowler Road School,Merrylands,2160,Schools for Specific Purposes
Passfield Park School,Minto,2566,Schools for Specific Purposes
Wangee Park School,Campsie,2194,Schools for Specific Purposes
Bullimbal School,SOUTH TAMWORTH,2340,Schools for Specific Purposes
Caldera School,TWEED HEADS SOUTH,2486,Schools for Specific Purposes
Casuarina School,Riverstone,2765,Schools for Specific Purposes
Cook School,Loftus ,2232,Schools for Specific Purposes
Highlands School,Mittagong ,2575,Schools for Specific Purposes
Mian School,DUBBO,2830,Schools for Specific Purposes
Naremburn School,Naremburn ,2065,Schools for Specific Purposes
The Beach School,Allambie ,2100,Schools for Specific Purposes
Parry School,Tamworth,2340,Schools for Specific Purposes
Karningul School,Regents Park ,2143,Schools for Specific Purposes
Wakefield School,Wakefield ,2278,Schools for Specific Purposes
Verona School,Fairfield East ,2165,Schools for Specific Purposes
Cairnsfoot School,BRIGHTON-LE-SANDS,2216,Schools for Specific Purposes
Woniora Road School,Hurstville ,2220,Schools for Specific Purposes
Carenne School,Bathurst ,2795,Schools for Specific Purposes
William Rose School,Seven Hills ,2147,Schools for Specific Purposes
Minerva School,Sutherland ,2232,Schools for Specific Purposes
