Name,School Level,Suburb,Postcode
Roxburgh Rise Primary School,Primary,Roxburgh Park,3064
Lynbrook Primary School,Primary,Lynbrook,3975
South Gippsland Specialist School,Special,Leongatha,3953
Laurimar Primary School,Primary,Doreen,3754
Truganina South Primary School,Primary,Truganina,3029
Kororoit Creek Primary School,Primary,Burnside Heights,3023
Harvest Home Primary School,Primary,Epping,3076
Truganina P-9 College,Pri/Sec,Truganina,3029
Berwick Chase Primary School,Primary,Berwick,3806
Pakenham Lakeside Primary School,Primary,Pakenham,3810
Pakenham Springs Primary School,Primary,Pakenham,3810
Taylors Hill Primary School,Primary,Taylors Hill,3037
Cranbourne Carlisle Primary School,Primary,Cranbourne,3977
Aurora School,Special,Blackburn South,3130
Derrimut Primary School,Primary,Derrimut,3030
Epping Views Primary School,Primary,Epping,3076
Cranbourne East Primary School,Primary,Cranbourne East,3977
Yuille Park P-8 Community College,Pri/Sec,Wendouree,3355
Lyndhurst Primary School,Primary,Lyndhurst,3975
Aitken Creek Primary School,Primary,Craigieburn,3064
Reservoir Views Primary School,Primary,Reservoir,3073
Meadows Primary School,Primary,Broadmeadows,3047
Mernda Park Primary School,Primary,Mernda,3754
Sunshine Harvester Primary School,Primary,Sunshine,3020
Alamanda K-9 College,Pri/Sec,Point Cook,3030
Whitehorse Primary School,Primary,Blackburn North,3130
Golden Square Primary School,Primary,Golden Square,3555
Lalor Gardens Primary School,Primary,Lalor,3075
Chandler Park Primary School,Primary,Keysborough,3173
Keysborough Primary School,Primary,Springvale South,3172
Lyndale Greens Primary School,Primary,Dandenong North,3175
Athol Road Primary School,Primary,Springvale South,3172
Springvale Rise Primary School (interim name),Primary,Springvale,3171
Spring Parks Primary School,Primary,Springvale,3171
Keilor Views Primary School,Primary,Keilor Downs,3038
Wyndham Park Primary School,Primary,Werribee,3030
Lightning Reef Primary School,Primary,Bendigo,3550
Glenroy Central Primary School,Primary,Glenroy,3046
William Ruthven Primary School,Primary,Reservoir,3073
Newbury Primary School,Primary,Craigieburn,3064
Dallas Brooks Community Primary School,Primary,Dallas,3047
Goongerah Tubbut P-8 College,Pri/Sec,Goongerah,3888
Horsham Primary School,Primary,Horsham,3400
Wyndham Vale Primary School,Primary,Wyndham Vale,3024
Officer Specialist School,Special,Officer,3809
Epping Primary School,Primary,Epping,3076
Hazel Glen College,Pri/Sec,Doreen,3754
Tulliallan Primary School,Primary,Cranbourne North,3977
Coolaroo South Primary School,Primary,Coolaroo,3048
Jacana School for Autism,Special,Jacana,3047
Arnolds Creek Primary School,Primary,Melton West,3337
Wilandra Rise Primary School,Primary,Clyde North,3978
Barton Primary School,Primary,Cranbourne West,3977
John Henry Primary School,Primary,Pakenham,3810
Aireys Inlet Primary School,Primary,Aireys Inlet,3231
Morwell Central Primary School,Primary,Morwell,3840
Alvie Consolidated School,Primary,Alvie,3249
Apollo Bay P-12 College,Pri/Sec,Apollo Bay,3233
Boisdale Consolidated School,Primary,Boisdale,3860
Cobram Primary School,Primary,Cobram,3644
Cohuna Consolidated School,Primary,Cohuna,3568
Collingwood College,Pri/Sec,Collingwood,3066
Dunkeld Consolidated School,Primary,Dunkeld,3294
East Loddon P-12 College,Pri/Sec,Dingee,3571
Foster Primary School,Primary,Foster,3960
Goroke P-12 College,Pri/Sec,Goroke,3412
Heywood Consolidated School,Primary,Heywood,3304
Kiewa Valley Primary School,Primary,Tangambalanga,3691
Lavers Hill K-12 College,Pri/Sec,Lavers Hill,3238
Lockington Consolidated School,Primary,Lockington,3563
Manangatang P-12 College,Pri/Sec,Manangatang,3546
Terang College,Pri/Sec,Terang,3264
Merino Consolidated School,Primary,Merino,3310
Rushworth P-12 College,Pri/Sec,Rushworth,3612
Macleod College,Pri/Sec,Macleod,3085
Pakenham Consolidated School,Primary,Pakenham,3810
Poowong Consolidated School,Primary,Poowong,3988
Port Fairy Consolidated School,Primary,Port Fairy,3284
Red Hill Consolidated School,Primary,Red Hill,3937
Sherbrooke Community School,Pri/Sec,Sassafras,3787
Tongala Primary School,Primary,Tongala,3621
Werrimull P-12 School,Pri/Sec,Werrimull,3496
Camperdown College,Pri/Sec,Camperdown,3260
Timboon P-12 School,Pri/Sec,Timboon,3268
Distance Education Centre Victoria,Pri/Sec,Thornbury,3071
Wedderburn College,Pri/Sec,Wedderburn,3518
Victorian School Of Languages,Pri/Sec,Thornbury,3071
Avenues Education,Special,Moorabbin,3189
Mount Erin Secondary College,Secondary,Frankston South,3199
Box Hill Senior Secondary College,Pri/Sec,Mont Albert North,3129
Cobden Technical School,Secondary,Cobden,3266
Lyndhurst Secondary College,Secondary,Cranbourne,3977
Daylesford Secondary College,Secondary,Daylesford,3460
Dromana Secondary College,Secondary,Dromana,3936
Grovedale College,Secondary,Grovedale,3216
Irymple Secondary College,Secondary,Irymple,3498
Crusoe 7-10 Secondary College,Secondary,Kangaroo Flat,3555
Peter Lalor Secondary College,Secondary,Lalor,3075
Lilydale Heights College,Secondary,Lilydale,3140
Staughton College,Secondary,Melton South,3338
Chaffey Secondary College,Secondary,Mildura,3500
Bentleigh Secondary College,Secondary,Bentleigh East,3165
Mount Clear College,Secondary,Mount Clear,3353
Rosehill Secondary College,Secondary,Niddrie,3042
Northern College of the Arts and Technology,Secondary,Preston,3072
McGuire College,Secondary,Shepparton,3630
Swinburne Senior Secondary College,Secondary,Hawthorn,3122
Victorian College Of The Arts Secondary School,Secondary,Southbank,3006
Brauer Secondary College,Secondary,Warrnambool,3280
Wyndham Central Secondary College,Secondary,Werribee,3030
Weeroona College Bendigo,Secondary,Bendigo,3550
Whittlesea Secondary College,Secondary,Whittlesea,3757
Alexandra Secondary College,Secondary,Alexandra,3714
Auburn High School,Secondary,Hawthorn East,3123
Ballarat High School,Secondary,Ballarat,3350
Balwyn High School,Secondary,Balwyn North,3104
Bayswater Secondary College,Secondary,Bayswater,3153
Beaufort Secondary College,Secondary,Beaufort,3373
Beechworth Secondary College,Secondary,Beechworth,3747
Belmont High School,Secondary,Belmont,3216
Bendigo Senior Secondary College,Secondary,Bendigo,3550
Berwick Secondary College,Secondary,Berwick,3806
Blackburn High School,Secondary,Blackburn,3130
Outdoor School,Pri/Sec,Bogong,3699
Box Hill High School,Secondary,Box Hill,3128
Braybrook College,Secondary,Braybrook,3019
Brentwood Secondary College,Secondary,Glen Waverley,3150
Brighton Secondary College,Secondary,Brighton East,3187
Broadford Secondary College,Secondary,Broadford,3658
Buckley Park College,Secondary,Essendon,3040
Camberwell High School,Secondary,Canterbury,3126
Canterbury Girls Secondary College,Secondary,Canterbury,3126
Casterton Secondary College,Secondary,Casterton,3311
Cheltenham Secondary College,Secondary,Cheltenham,3192
Cobram Secondary College,Secondary,Cobram,3644
Cohuna Secondary College,Secondary,Cohuna,3568
Cranbourne Secondary College,Secondary,Cranbourne,3977
Croydon Community School,Secondary,Croydon,3136
Mount Alexander 7-12 College,Secondary,Flemington,3031
Dimboola Memorial Secondary College,Secondary,Dimboola,3414
East Doncaster Secondary College,Secondary,Doncaster East,3109
Donald High School,Secondary,Donald,3480
Doncaster Secondary College,Secondary,Doncaster,3108
Drouin Secondary College,Secondary,Drouin,3818
Eaglehawk Secondary College,Secondary,Eaglehawk,3556
Eltham High School,Secondary,Eltham,3095
Elwood College,Secondary,Elwood,3184
Epping Secondary College,Secondary,Epping,3076
Euroa Secondary College,Secondary,Euroa,3666
Fairhills High School,Secondary,Knoxfield,3180
Bendigo South East 7-10 Secondary College,Secondary,Bendigo,3550
Gilmore College For Girls,Secondary,Footscray,3011
Foster Secondary College,Secondary,Foster,3960
Frankston High School,Secondary,Frankston,3199
Geelong High School,Secondary,East Geelong,3219
North Geelong Secondary College,Secondary,North Geelong,3215
Gisborne Secondary College,Secondary,Gisborne,3437
Gladstone Park Secondary College,Secondary,Gladstone Park,3043
Bundoora Secondary College,Secondary,Bundoora,3083
Western Port Secondary College,Secondary,Hastings,3915
Healesville High School,Secondary,Healesville,3777
Heywood District Secondary College,Secondary,Heywood,3304
Highvale Secondary College,Secondary,Glen Waverley,3150
Kerang Technical High School,Secondary,Kerang,3579
Kensington Community High School,Secondary,Kensington,3031
Kew High School,Secondary,Kew East,3102
Koonung Secondary College,Secondary,Mont Albert North,3129
Koo Wee Rup Secondary College,Secondary,Koo Wee Rup,3981
Korumburra Secondary College,Secondary,Korumburra,3950
Kyabram P-12 College,Pri/Sec,Kyabram,3620
Kyneton Secondary College,Secondary,Kyneton,3444
Lalor Secondary College,Secondary,Lalor,3075
Lalor North Secondary College,Secondary,Epping,3076
Lilydale High School,Secondary,Lilydale,3140
Lorne P-12 College,Pri/Sec,Lorne,3232
Lyndale Secondary College,Secondary,Dandenong North,3175
Lynall Hall Community School,Secondary,Richmond,3121
Maffra Secondary College,Secondary,Maffra,3860
Mansfield Secondary College,Secondary,Mansfield,3722
Maribyrnong Secondary College,Secondary,Maribyrnong,3032
Matthew Flinders Girls Secondary College,Secondary,Geelong,3220
Melbourne High School,Secondary,South Yarra,3141
Melton Secondary College,Secondary,Melton,3337
Mentone Girls Secondary College,Secondary,Mentone,3194
Mildura Senior College,Secondary,Mildura,3500
Mirboo North Secondary College,Secondary,Mirboo North,3871
Monbulk College,Secondary,Monbulk,3793
Montmorency Secondary College,Secondary,Montmorency,3094
Mooroolbark College,Secondary,Mooroolbark,3138
Mooroopna Secondary College,Secondary,Mooroopna,3629
Mordialloc College,Secondary,Mordialloc,3195
Mount Beauty Secondary College,Secondary,Mount Beauty,3699
Mount Eliza Secondary College,Secondary,Mount Eliza,3930
Mount Waverley Secondary College,Secondary,Mount Waverley,3149
Mckinnon Secondary College,Secondary,Mckinnon,3204
MacRobertson Girls High School,Secondary,Melbourne,3004
Nathalia Secondary College,Secondary,Nathalia,3638
Neerim District Secondary College,Secondary,Neerim South,3831
Newcomb Secondary College,Secondary,Newcomb,3219
Northcote High School,Secondary,Northcote,3070
Norwood Secondary College,Secondary,Ringwood,3134
Numurkah Secondary College,Secondary,Numurkah,3636
Oberon High School,Secondary,Belmont,3216
Orbost Secondary College,Secondary,Orbost,3888
Ouyen P-12 College,Pri/Sec,Ouyen,3490
Pakenham Secondary College,Secondary,Pakenham,3810
Parkdale Secondary College,Secondary,Mordialloc,3195
Pascoe Vale Girls Secondary College,Secondary,Pascoe Vale,3044
Princes Hill Secondary College,Secondary,Princes Hill,3054
Bellarine Secondary College,Secondary,Drysdale,3222
Rainbow P-12 College (interim name),Pri/Sec,Rainbow,3424
Red Cliffs Secondary College,Secondary,Red Cliffs,3496
Ringwood Secondary College,Secondary,Ringwood,3134
Robinvale College (interim name),Pri/Sec,Robinvale,3549
Rochester Secondary College,Secondary,Rochester,3561
Rosebud Secondary College,Secondary,Rosebud,3939
Rubicon Outdoor Centre,Secondary,Thornton,3712
Rutherglen High School,Secondary,Rutherglen,3685
Scoresby Secondary College,Secondary,Scoresby,3179
Shepparton High School,Secondary,Shepparton,3630
St Albans Secondary College,Secondary,St Albans,3021
St Arnaud Secondary College,Secondary,St Arnaud,3478
Oakwood School,Secondary,Caulfield North,3161
Strathmore Secondary College,Secondary,Strathmore,3041
Sunbury College,Secondary,Sunbury,3429
Sydney Road Community School,Secondary,Brunswick,3056
Tallangatta Secondary College,Secondary,Tallangatta,3700
Thomastown Secondary College,Secondary,Thomastown,3074
Trafalgar High School,Secondary,Trafalgar,3824
University High School,Secondary,Parkville,3052
Roxburgh College,Secondary,Roxburgh Park,3064
Upper Yarra Secondary College,Secondary,Yarra Junction,3797
Upwey High School,Secondary,Upwey,3158
Vermont Secondary College,Secondary,Vermont,3133
Kambrya College,Secondary,Berwick,3806
Wanganui Park Secondary College,Secondary,Shepparton,3630
Carrum Downs Secondary College,Secondary,Carrum Downs,3201
Wangaratta High School,Secondary,Wangaratta,3677
Wantirna College,Secondary,Wantirna,3152
Warracknabeal Secondary College,Secondary,Warracknabeal,3393
Warrandyte High School,Secondary,Warrandyte,3113
Wellington Secondary College,Secondary,Mulgrave,3170
Werribee Secondary College,Secondary,Werribee,3030
Bairnsdale Secondary College,Secondary,Bairnsdale,3875
Westall Secondary College,Secondary,Clayton South,3169
Wheelers Hill Secondary College,Secondary,Wheelers Hill,3150
Williamstown High School,Secondary,Williamstown,3016
Wodonga Senior Secondary College,Secondary,Wodonga,3690
Yarram Secondary College,Secondary,Yarram,3971
Yea High School,Secondary,Yea,3717
Glen Eira College,Secondary,Caulfield East,3145
Craigieburn Secondary College,Secondary,Craigieburn,3064
Emerald Secondary College,Secondary,Emerald,3782
Reservoir High School,Secondary,Reservoir,3073
Hampton Park Secondary College,Secondary,Hampton Park,3976
Hoppers Crossing Secondary College,Secondary,Hoppers Crossing,3029
Keilor Downs Secondary College,Secondary,Keilor Downs,3038
Kurnai College,Secondary,Morwell,3840
Kurunjang Secondary College,Secondary,Melton,3337
Lakes Entrance Secondary College,Secondary,Lakes Entrance,3909
Elisabeth Murdoch College,Secondary,Langwarrin,3910
Sunbury Downs Secondary College,Secondary,Sunbury,3429
Forest Hill College,Secondary,Burwood East,3151
Patterson River Secondary College,Secondary,Seaford,3198
St Helena Secondary College,Secondary,Eltham North,3095
Stawell Secondary College,Secondary,Stawell,3380
Rowville Secondary College,Secondary,Rowville,3178
Wonthaggi Secondary College,Secondary,Wonthaggi,3995
Sandringham College,Secondary,Sandringham,3191
Fitzroy High School,Secondary,Fitzroy North,3068
Ashwood High School,Secondary,Ashwood,3147
Mullauna Secondary College,Secondary,Mitcham,3132
Leongatha Secondary College,Secondary,Leongatha,3953
Diamond Valley College,Secondary,Diamond Creek,3089
Blackburn English Language School,Language,Burwood East,3151
Collingwood English Language School,Language,Collingwood,3066
Noble Park English Language School,Language,Noble Park,3174
Greensborough Secondary College,Secondary,Greensborough,3088
Ararat Secondary College,Secondary,Ararat,3377
Mill Park Secondary College,Secondary,Mill Park,3082
Bacchus Marsh College,Secondary,Bacchus Marsh,3340
The Grange P-12 College,Pri/Sec,Hoppers Crossing,3029
Taylors Lakes Secondary College,Secondary,Taylors Lakes,3038
Sunshine College,Secondary,Sunshine,3020
Wallan Secondary College,Secondary,Wallan,3756
Thornbury High School,Secondary,Thornbury,3071
Portland Secondary College,Secondary,Portland,3305
Copperfield College,Secondary,Delahey,3037
Bayside P-12 College,Pri/Sec,Williamstown,3016
South Oakleigh Secondary College,Secondary,Oakleigh South,3167
Swan Hill College,Secondary,Swan Hill,3585
Traralgon College,Secondary,Traralgon,3844
Mornington Secondary College,Secondary,Mornington,3931
Essendon East Keilor District College,Secondary,Keilor East,3033
Brunswick Secondary College,Secondary,Brunswick,3056
Glen Waverley Secondary College,Secondary,Glen Waverley,3150
Monterey Secondary College,Secondary,Frankston North,3200
Warrnambool College,Secondary,Warrnambool,3280
Viewbank College,Secondary,Rosanna,3084
Noble Park Secondary College,Secondary,Noble Park,3174
Baimbridge College,Secondary,Hamilton,3300
Yarra Hills Secondary College,Secondary,Mooroolbark,3138
Heathmont College,Secondary,Heathmont,3135
Horsham College,Secondary,Horsham,3402
Melbourne Girls College,Secondary,Richmond,3121
Western Heights Secondary College,Secondary,Hamlyn Heights,3215
Lowanna College,Secondary,Newborough,3825
Templestowe College,Secondary,Templestowe Lower,3107
Castlemaine Secondary College,Secondary,Castlemaine,3450
Warragul Regional College,Secondary,Warragul,3820
Ballarat Secondary College,Secondary,Ballarat East,3350
Charlton College,Pri/Sec,Charlton,3525
Wycheproof P-12 College,Pri/Sec,Wycheproof,3527
Birchip P-12 School,Pri/Sec,Birchip,3483
Nhill College,Pri/Sec,Nhill,3418
Sale College,Secondary,Sale,3850
McClelland Secondary College,Secondary,Frankston,3199
Footscray City College,Secondary,Footscray,3011
The Alpine School,Camp,Dinner Plain,3898
Western English Language School,Language,Braybrook,3019
Narre Warren South P-12 College,Pri/Sec,Narre Warren South,3805
Lara Secondary College,Secondary,Lara,3212
Kaniva College,Pri/Sec,Kaniva,3419
Corryong College,Pri/Sec,Corryong,3707
Maryborough Education Centre,Pri/Sec,Maryborough,3465
The Lakes South Morang P-9 School,Pri/Sec,South Morang,3752
Point Cook Senior Secondary College,Secondary,Point Cook,3030
Manor Lakes P-12 College,Pri/Sec,Wyndham Vale,3024
Coburg High School,Secondary,Coburg,3058
Wodonga Middle Years College,Pri/Sec,Wodonga,3690
Mount Ridley P-12 College,Pri/Sec,Craigieburn,3064
Tarneit Senior College,Secondary,Tarneit,3029
Echuca College,Secondary,Echuca,3564
John Monash Science School,Secondary,Clayton,3800
Altona P-9 College,Pri/Sec,Altona,3018
Dandenong High School,Secondary,Dandenong,3175
Bass Coast Specialist School,Special,Wonthaggi,3995
Laverton P-12 College,Pri/Sec,Laverton,3028
Hume Central Secondary College,Secondary,Broadmeadows,3047
Colac Secondary College,Secondary,Colac,3250
Nossal High School,Secondary,Berwick,3806
Suzanne Cory High School,Secondary,Werribee,3030
Keysborough Secondary College,Secondary,Springvale South,3172
Hallam Senior Secondary College,Secondary,Hallam,3803
Gleneagles Secondary College,Secondary,Endeavour Hills,3802
Fountain Gate Secondary College,Secondary,Narre Warren,3805
Balmoral K-12 Community College,Pri/Sec,Balmoral,3407
Myrtleford P-12 College,Pri/Sec,Myrtleford,3737
Alkira Secondary College,Secondary,Cranbourne North,3977
Somerville Secondary College,Secondary,Somerville,3912
Boort District P-12 School,Pri/Sec,Boort,3537
Yarrawonga College P-12,Pri/Sec,Yarrawonga,3730
Seymour College,Pri/Sec,Seymour,3660
Merbein P-10 College,Pri/Sec,Merbein,3505
Albert Park College,Secondary,Albert Park,3206
Charles La Trobe P-12 College,Pri/Sec,Macleod West,3085
Victoria University Secondary College,Secondary,St Albans,3021
Swifts Creek P-12 School,Pri/Sec,Swifts Creek,3896
Glenroy Secondary College,Secondary,Glenroy,3046
John Fawkner Secondary College,Secondary,Fawkner,3060
William Ruthven Secondary College,Secondary,Reservoir,3073
Mernda Central P-12 College,Pri/Sec,Mernda,3754
Cranbourne East Secondary College,Secondary,Cranbourne East,3977
Featherbrook P-9 College,Pri/Sec,Point Cook,3030
Phoenix P-12 Community College,Pri/Sec,Sebastopol,3356
Northern Bay P-12 College,Pri/Sec,Corio,3214
Surf Coast Secondary College,Secondary,Torquay,3228
Hopetoun P-12 College,Pri/Sec,Hopetoun,3396
Doveton College,Pri/Sec,Doveton,3177
Officer Secondary College (interim name),Secondary,Officer,3809
Brookside P-9 College,Pri/Sec,Caroline Springs,3023
Creekside K-9 College,Pri/Sec,Caroline Springs,3023
Lakeview Senior College,Secondary,Caroline Springs,3023
Springside P-9 College,Pri/Sec,Caroline Springs,3023
Melba Secondary College,Secondary,Croydon,3136
Boronia K-12 College,Pri/Sec,Boronia,3155
Tarneit P-9 College,Pri/Sec,Tarneit,3029
Benalla P-12 College,Pri/Sec,Benalla,3672
Parkville College,Special,Malmsbury,3446
Wesley College,Pri/Sec,MELBOURNE,3004
Korowa Anglican Girls' School,Pri/Sec,GLEN IRIS,3146
Parade College,Secondary,BUNDOORA,3083
Simonds Catholic College,Secondary,WEST MELBOURNE,3003
Christian Brothers' College St Kilda,Secondary,ST KILDA EAST,3183
St Patrick's College Ballarat,Secondary,BALLARAT,3350
St Patrick's School,Primary,BALLARAT,3350
St Alipius' Parish School,Primary,BALLARAT EAST,3350
Emmanuel College Inc.,Secondary,WARRNAMBOOL,3280
Loreto College,Secondary,BALLARAT,3350
St Mary's School,Primary,MANSFIELD,3722
Sacred Heart School,Primary,NEWPORT,3015
St Mary's School,Primary,WILLIAMSTOWN,3016
Ruyton Girls' School,Pri/Sec,KEW,3101
Caulfield Grammar School,Pri/Sec,ST KILDA EAST,3183
St Michael's School,Primary,MELBOURNE NORTH,3051
St Patrick's School,Primary,WANGARATTA,3677
Presentation College Windsor,Secondary,WINDSOR,3181
St Mary's School,Primary,ST KILDA EAST,3183
Assumption College,Secondary,KILMORE,3764
St Brendan's School,Primary,FLEMINGTON,3031
Catholic College Bendigo,Secondary,BENDIGO,3550
Highview Christian Community College,Secondary,MARYBOROUGH,3465
St Augustine's School,Primary,MARYBOROUGH,3465
St Mary's School,Primary,BAIRNSDALE,3875
St Aloysius' School,Primary,REDAN,3350
St Joseph's School,Primary,HAWTHORN,3122
Sacre Coeur,Pri/Sec,GLEN IRIS,3146
St Joseph's School,Primary,NORTHCOTE,3070
Sacred Heart School,Primary,PRESTON,3072
Sacred Heart School,Primary,MORWELL,3840
St Michael's School,Primary,TRARALGON,3844
St Brendan's School,Primary,SHEPPARTON,3630
St Mary's College,Pri/Sec,SEYMOUR,3660
St Mary's School,Primary,DONALD,3480
St Mary's Primary School,Primary,SALE,3850
St Patrick's Primary School,Primary,KILMORE,3764
St Brigid's School,Primary,BALLAN,3342
St Patrick's School,Primary,GORDON,3345
St Mary's School,Primary,LANCEFIELD,3435
St Augustine's School,Primary,CRESWICK,3363
Tarrington Lutheran School,Primary,TARRINGTON,3301
St Monica's School,Primary,KANGAROO FLAT,3555
St Joseph's School,Primary,BENALLA,3672
St Brendan's Primary School,Primary,DUNNSTOWN,3352
Sacred Heart College,Secondary,NEWTOWN,3220
St Patrick's School,Primary,ST ARNAUD,3478
St Joseph's College Mildura,Secondary,MILDURA,3500
Star of the Sea College,Secondary,BRIGHTON,3186
St James' School,Primary,BRIGHTON,3186
St Peter's School,Primary,BENTLEIGH EAST,3165
Methodist Ladies' College,Pri/Sec,KEW,3101
St Liborius' School,Primary,EAGLEHAWK,3556
Damascus College,Secondary,MOUNT CLEAR,3350
Ballarat Clarendon College,Pri/Sec,BALLARAT,3350
St Mary's School,Primary,CASTLEMAINE,3450
Sacred Heart College,Secondary,KYNETON,3444
St Ambrose's School,Primary,WOODEND,3442
St Joseph's School,Primary,CHARLTON,3525
Sacred Heart School,Primary,TATURA,3616
Christ Church Grammar School,Primary,SOUTH YARRA,3141
St Paul's School,Primary,COBURG,3058
St Andrew's School,Primary,WERRIBEE,3030
St Brigid's School,Primary,GISBORNE,3437
Our Lady of Mount Carmel School,Primary,SUNBURY,3429
St Joseph's School,Primary,CHILTERN,3683
St Mary's School,Primary,RUTHERGLEN,3685
St Mary's School,Primary,INGLEWOOD,3517
FCJ College,Secondary,BENALLA,3672
Fintona Girls' School,Pri/Sec,BALWYN,3103
St Patrick's School,Primary,PAKENHAM,3810
Lauriston Girls' School,Pri/Sec,ARMADALE,3143
Sacred Heart Primary School,Primary,YARRAWONGA,3730
Xavier College,Pri/Sec,KEW,3101
St Joseph's School,Primary,PENSHURST,3289
Marian College,Secondary,ARARAT,3377
Sacred Heart School,Primary,CASTERTON,3311
St Bernard's School,Primary,BACCHUS MARSH,3340
St Patrick's School,Primary,KOROIT,3282
Geelong Grammar School,Pri/Sec,CORIO,3214
Trinity Grammar School Kew,Pri/Sec,KEW,3101
Academy of Mary Immaculate,Secondary,FITZROY,3065
Sacred Heart School,Primary,FITZROY,3065
Mount Lilydale Mercy College,Secondary,LILYDALE,3140
St Monica's School,Primary,FOOTSCRAY,3011
St Augustine's School,Primary,YARRAVILLE,3013
St Michael & St John's School,Primary,HORSHAM,3400
Trinity College Colac Inc,Secondary,COLAC,3250
St Mary's School,Primary,COLAC,3250
Kilbreda College,Secondary,MENTONE,3194
Padua College,Secondary,MORNINGTON,3931
Melbourne Girls Grammar,Pri/Sec,SOUTH YARRA,3141
The Geelong College,Pri/Sec,NEWTOWN,3220
Notre Dame College,Secondary,SHEPPARTON,3630
Sacred Heart College,Secondary,YARRAWONGA,3730
St John's School,Primary,CLIFTON HILL,3068
St Joseph's School,Primary,NUMURKAH,3636
St Joseph's School,Primary,WARRNAMBOOL,3280
Bayview College,Secondary,PORTLAND,3305
Saint Ignatius College Geelong,Secondary,DRYSDALE,3222
St Mary's School,Primary,GEELONG,3220
St Patrick's School,Primary,GEELONG WEST,3218
Presbyterian Ladies' College,Pri/Sec,BURWOOD,3125
St Monica's Primary School,Primary,MOONEE PONDS,3039
St Patrick's School,Primary,LILYDALE,3140
Catholic Ladies' College Ltd,Secondary,ELTHAM,3095
St Joseph's School,Primary,COLLINGWOOD,3066
St Mary's School,Primary,WARRACKNABEAL,3393
St Mary's School,Primary,ECHUCA,3564
Sacred Heart School,Primary,KEW,3101
St Mary's School,Primary,ARARAT,3377
St Joseph's College,Secondary,ECHUCA,3564
St Patrick's School,Primary,PORT FAIRY,3284
St Joseph's School,Primary,ROCHESTER,3561
St Aloysius College,Secondary,NORTH MELBOURNE,3051
All Saints Parish School,Primary,PORTLAND SOUTH,3305
Catholic College Sale,Secondary,SALE,3850
St Augustine's College,Pri/Sec,KYABRAM,3620
Our Holy Redeemer School,Primary,SURREY HILLS,3127
Our Lady of the Sacred Heart Primary,Primary,ELMORE,3558
St Joseph's School,Primary,BEECHWORTH,3747
St Joseph's School,Primary,COLERAINE,3315
Mercy Regional College,Secondary,CAMPERDOWN,3260
St Patrick's School,Primary,CAMPERDOWN,3260
St Columba's College,Secondary,ESSENDON,3040
St Michael's School,Primary,DAYLESFORD,3460
St Mary's School,Primary,HAMILTON,3300
St Kilian's School,Primary,BENDIGO,3550
Genazzano FCJ College,Pri/Sec,KEW,3101
St Augustine's School,Primary,WODONGA,3690
St Patrick's School,Primary,STAWELL,3380
St Michael's Grammar School,Pri/Sec,ST KILDA,3182
St Patrick's School,Primary,MENTONE,3194
St Thomas' School,Primary,TERANG,3264
St Joseph's School,Primary,WARRAGUL,3820
St Joseph's School,Primary,QUARRY HILL,3550
Firbank Grammar School,Pri/Sec,BRIGHTON,3186
St John's School,Primary,HEIDELBERG,3084
Our Lady of Mercy College,Secondary,HEIDELBERG,3084
St Joseph's School,Primary,BRUNSWICK WEST,3055
St Brigid's School,Primary,MORDIALLOC,3195
St Columba's School,Primary,BALLARAT NORTH,3350
Ballarat Grammar,Pri/Sec,WENDOUREE,3355
Our Lady Help of Christians School,Primary,BRUNSWICK EAST,3057
St Anthony's School,Primary,GLEN HUNTLY,3163
St Mary's School,Primary,DANDENONG,3175
Sacred Heart School,Primary,SANDRINGHAM,3191
St Joseph's School,Primary,WONTHAGGI,3995
St Mary's School,Primary,ASCOT VALE,3032
St Joseph's School,Primary,KERANG,3579
De La Salle College,Pri/Sec,MALVERN,3144
St Margaret Mary's School,Primary,BRUNSWICK NORTH,3056
The Hamilton and Alexandra College,Pri/Sec,HAMILTON,3300
St Francis Xavier School,Primary,BALLARAT EAST,3350
St Laurence O'Toole School,Primary,LEONGATHA,3953
St Joseph's School,Primary,KORUMBURRA,3950
Westbourne Grammar School,Primary,NEWPORT,3015
Ivanhoe Grammar School,Pri/Sec,IVANHOE,3079
St Brigid's School,Primary,HEALESVILLE,3777
St James School,Primary,NAR NAR GOON,3812
Scotch College,Pri/Sec,HAWTHORN,3122
St Mary's School,Primary,MALVERN EAST,3145
St Leonard's College,Pri/Sec,BRIGHTON EAST,3187
Holy Rosary School,Primary,KENSINGTON,3031
St Aloysius' School,Primary,QUEENSCLIFF,3225
St Anthony's School,Primary,ALPHINGTON,3078
St Joseph's School,Primary,MALVERN,3144
St Mary's School,Primary,YARRAM,3971
Holy Rosary School,Primary,WHITE HILLS,3550
St Columba's School,Primary,ELWOOD,3184
Our Lady of the Rosary,Primary,KYNETON,3444
Tintern Grammar,Pri/Sec,RINGWOOD EAST,3135
St Mary's School,Primary,SWAN HILL,3585
Toorak College,Pri/Sec,MT ELIZA,3930
St Mary's School,Primary,HASTINGS,3915
St Brendan's School,Primary,CORAGULAC,3249
Our Lady of the Immaculate Conception School,Primary,SUNSHINE,3020
St Mary's School,Primary,THORNBURY,3071
St John's School,Primary,DENNINGTON,3280
St Catherine's School,Pri/Sec,TOORAK,3142
Lowther Hall Anglican Grammar School,Pri/Sec,ESSENDON,3040
St Brigid's College,Secondary,HORSHAM,3400
St Aloysius' School,Primary,CAULFIELD,3161
St Joan of Arc School,Primary,BRIGHTON,3186
