Name,Suburb,Postcode,School Level
Kidman Park Community Child Care Centre,Kidman Park,5025,Community Managed CCCs
Glenelg Babysitting Agency,Newton,5074,Baby Sitting Agencies
Prospect Community Child Care Centre,Prospect,5082,Community Managed CCCs
Christian Brother's College Community Children's C,Adelaide,5000,Community Managed CCCs
Le Fevre Community Children's Centre,Taperoo,5017,Community Managed CCCs
TAFE SA - Pt Adelaide Campus CCC,Port Adelaide,5015,TAFE CCCs
Export Park Child Care Centre & Kindergarten,Export Park,5950,Private CCCs
City West Child Care Centre,Adelaide,5000,Private CCCs
Wudinna Family Day Care,Wudinna,5652,Family Day Care Schemes
South East Riverland Family Day Care Scheme,Noarlunga Centre,5168,Family Day Care Schemes
Flinders Park Family Day Care,Flinders Park,5025,Family Day Care Schemes
Eastern Eyre Family Day Care Scheme,Flinders Park,5025,Family Day Care Schemes
Instrumental Music Marryatville High School,Marryatville,5068,Instrumental/Music Services
Instrumental Music Magill School,Magill,5072,Instrumental/Music Services
Instrumental Music Kadina Memorial School,Kadina,5554,Instrumental/Music Services
Instrumental Music Modbury High School,Modbury,5092,Instrumental/Music Services
Instrumental Music Hendon Primary School,Royal Park,5014,Instrumental/Music Services
Instrumental Music Brighton Secondary School,North Brighton,5048,Instrumental/Music Services
Instrumental Music Berri Primary School,Berri,5343,Instrumental/Music Services
Instrumental Music Belair Primary School,Belair,5052,Instrumental/Music Services
Instrumental Music Mount Gambier North PS,Mount Gambier,5290,Instrumental/Music Services
Instrumental Music Murray Bridge High School,Murray Bridge,5253,Instrumental/Music Services
Instrumental Music Nuriootpa High School,Nuriootpa,5355,Instrumental/Music Services
Instrumental Music Open Access College,Marden,5070,Instrumental/Music Services
Instrumental Music Playford International College,Elizabeth,5112,Instrumental/Music Services
Instrumental Music Port Lincoln High School,Port Lincoln,5606,Instrumental/Music Services
Instrumental Music Reynella East College,Reynella East,5161,Instrumental/Music Services
Instrumental Music Seaford Secondary College,Seaford,5169,Instrumental/Music Services
Instrumental Music Whyalla High School,Whyalla,5600,Instrumental/Music Services
Instrumental Music Woodville High School,St Clair,5011,Instrumental/Music Services
Instrumental Music APY Lands,Ernabella,872,Instrumental/Music Services
Bond Street Early Learning & Kinder,Port Augusta,5700,Private CCCs
Cool Frogs Early Childhood Education,Christie Downs,5164,Private CCCs
Emali Early Learning Centre - Salisbury,Salisbury,5108,Private CCCs
Emali Early Learning Centre - Hectorville,Hectorville,5073,Private CCCs
Stepping Stone Northfield Childcare & EDC,Northfield,5085,Private CCCs
Stepping Stone Tea Tree Gully Childcare & Early Dv,Tea Tree Gully,5091,Private CCCs
Roseworthy Primary School OSHC Camp Australia,Roseworthy,5371,Out of School Hours Care
Stepping Stone Happy Valley Childcare & ELC,Happy Valley,5159,Private CCCs
Leveda Inc Babysitting Agency,Ingle Farm,5098,Baby Sitting Agencies
Portside Christian College OSHC,New Port,5015,Out of School Hours Care
Westminster School OSHC,Marion,5043,Out of School Hours Care
Little Hearts Childcare Centre,Elizabeth South,5112,Private CCCs
Montessori Manor,Para Hills,5096,Private CCCs
Sherpa Kids Prescott,Para Vista,5093,Out of School Hours Care
Inner South West Learning Together @ Home,South Plympton,5038,Learning Together @ Home
Stirling North Primary School Happy Haven OSHC,Stirling North,5710,Out of School Hours Care
Hamilton Secondary College Vac,Mitchell Park,5043,Out of School Hours Care
Treetops Early Learning Ctr Wattle House Stepney,Stepney,5069,Private CCCs
Adelaide West Special Education Centre OSHC,Taperoo,5017,Out of School Hours Care
Better Behaviour Centre Woodville,Woodville South,5011,Behaviour Support Services
Better Behaviour Centre Salisbury Downs,Salisbury Downs,5108,Behaviour Support Services
Better Behaviour Centre Huntfield Heights,Huntfield Heights,5163,Behaviour Support Services
Better Behaviour Centre Elizabeth East,Elizabeth East,5112,Behaviour Support Services
Better Behaviour Centre Murray Bridge,Murray Bridge,5253,Behaviour Support Services
Better Behaviour Centre Port Lincoln,Port Lincoln,5606,Behaviour Support Services
Riverton Rural Care,Riverton,5412,Rural Care Programs in Preschools
Laura Rural Care,Laura,5480,Rural Care Programs in Preschools
Felixstow Community School OSHC,Felixstow,5070,Out of School Hours Care
Ardtornish Children's Centre Occasional Care,St Agnes,5097,Occasional Care in Preschools
Ngura Yadurirn Occasional Care,Ceduna,5690,Occasional Care in Preschools
Gabmididi Manoo Child & Family Ctr Occasional Care,Whyalla Norrie,5608,Occasional Care in Preschools
Disability Unit Madison Park School,Salisbury East,5109,Disability Units
Henley Beach Primary Out of School Hours Care,Henley Beach South,5022,Out of School Hours Care
Taikurrendi Child and Family Ctr Occasional Car,Christies Beach,5165,Occasional Care in Preschools
Elizabeth Grove Children's Centre Occasional Care,Elizabeth Grove,5112,Occasional Care in Preschools
O'Sullivan Beach Children's Centre Child Care,O'Sullivan Beach,5166,Children's Centres
Anangu Pitjanytjara Yankunytjatjara Trade Training,Pipalyatjara,872,Other Support Services
Aldinga Beach Children's Centre,Aldinga,5173,Children's Centres
Keith War Memorial Community Kgtn Child Care,Keith,5267,Community Managed CCCs
Andamooka Occasional Care,Andamooka,5722,Occasional Care in Preschools
Taikurrendi Children and Family Centre,Christies Beach,5165,Children's Centres
Stepping Stone Two Wells OSHC,Two Wells,5501,Out of School Hours Care
North Ingle School OSHC Camp Aust,Ingle Farm,5098,Out of School Hours Care
Jamestown Community Children's Centre Child Care,Jamestown,5491,Community Managed CCCs
Kangaroo Island Children's Services - Penneshaw,Penneshaw,5222,Community Managed CCCs
Playford McAuley Campus OSHC/Vac,Craigmore,5114,Out of School Hours Care
Hewett PS OSHC Camp Aust,Hewett,5118,Out of School Hours Care
Mount Compass Area School OSHC,Mount Compass,5210,Out of School Hours Care
Port Pirie Family Day Care,Port Pirie,5540,Family Day Care Schemes
Whyalla Family Day Care,Whyalla Norrie,5608,Family Day Care Schemes
Port Lincoln Family Day Care,Port Lincoln,5606,Family Day Care Schemes
Saint Michael's College Junior School,Beverley,5009,Primary/Secondary Schools
Christian Brothers' College:Junior School,Adelaide,5000,Primary Schools
Saint Ignatius' College:Junior School,Norwood,5067,Primary Schools
Saint Joseph's Memorial School:Early Years,Kensington,5068,Primary Schools
Coromandel Valley PS OSHC/Vac,Coromandel Valley,5051,Out of School Hours Care
Carol Murray Children's Centre Child Care,Bordertown,5268,Community Managed CCCs
Goodstart Early Learning - Plympton,Plympton,5038,Private CCCs
Goodstart Early Learning - Blakeview,Blakeview,5114,Private CCCs
Clare Learning Together @ Home,Clare,5453,Learning Together @ Home
Cowandilla Primary School OSHC/Vac,Cowandilla,5033,Out of School Hours Care
East Adelaide OSHC/Vac,St Peters,5069,Out of School Hours Care
Echunga Primary School OSHC/Vac,Echunga,5153,Out of School Hours Care
Eden Hills Primary School OSHC/Vac,Eden Hills,5050,Out of School Hours Care
Edwardstown Primary School OSHC/Vac,Melrose Park,5039,Out of School Hours Care
Norwood Primary School OSHC/Vac,Norwood,5067,Out of School Hours Care
Flinders Park Primary School OSHC/Vac,Flinders Park,5025,Out of School Hours Care
Glenelg Primary School OSHC/Vac,Glenelg East,5045,Out of School Hours Care
Glen Osmond Primary School OSHC,Myrtle Bank,5064,Out of School Hours Care
Goodwood Primary School OSHC/Vac,Goodwood,5034,Out of School Hours Care
Goolwa PS OSHC Camp Australia,Goolwa,5214,Out of School Hours Care
Grange Primary School OSHC/Vac,Grange,5022,Out of School Hours Care
Gumeracha Primary School OSHC/Vac,Gumeracha,5233,Out of School Hours Care
Hahndorf Primary School OSHC/Vac,Hahndorf,5245,Out of School Hours Care
Rose Park Primary School OSHC/Vac Camp Australia,Rose Park,5067,Out of School Hours Care
Happy Valley Primary School OSHC/Vac,Happy Valley,5159,Out of School Hours Care
Highgate Primary School OSHC/Vac,Highgate,5063,Out of School Hours Care
North Adelaide Primary School OSHC/ Vac,North Adelaide,5006,Out of School Hours Care
Kangarilla/Clarendon OSHC - Kangarilla,Kangarilla,5157,Out of School Hours Care
Alberton Primary School OSHC/Vac,Queenstown,5014,Out of School Hours Care
Largs Bay Primary School OSHC/Vac,Largs Bay,5016,Out of School Hours Care
Le Fevre Peninsula PS - Nth Haven Schools OSHC,Birkenhead,5015,Out of School Hours Care
Aldinga Beach OSHCers/Vac,Aldinga,5173,Out of School Hours Care
Lockleys PS OSHC,Brooklyn Park,5032,Out of School Hours Care
Magill School OSHC/Vac,Magill,5072,Out of School Hours Care
Marryatville PS - The Red Shed OSHC/Vac,Kensington,5068,Out of School Hours Care
McLaren Flat Primary School OSHC,McLaren Flat,5171,Out of School Hours Care
McLaren Vale - Willunga PS OSHC,McLaren Vale,5171,Out of School Hours Care
Modbury CPC-7 OSHC/Vac,Modbury North,5092,Out of School Hours Care
Reidy Park PS - Mt Gambier OSHC,Mount Gambier,5290,Out of School Hours Care
Murray Bridge North OSHC/Vac,Murray Bridge,5253,Out of School Hours Care
Nailsworth Primary School OSHC/Vac,Nailsworth,5083,Out of School Hours Care
Naracoorte PS OSHC/Vac,Naracoorte,5271,Out of School Hours Care
Ascot Park Primary School OSHC,Park Holme,5043,Out of School Hours Care
Plympton Primary School OSHC/Vac,Plympton,5038,Out of School Hours Care
Pooraka Primary School OSHC/Vac,Pooraka,5095,Out of School Hours Care
Port Augusta West PS OSHC/Vac,Port Augusta West,5700,Out of School Hours Care
Port Elliot PS OSHC Camp Australia,Port Elliot,5212,Out of School Hours Care
Prospect Primary School OSHC/Vac,Prospect,5082,Out of School Hours Care
Reynella Primary School OSHC/Vac,Old Reynella,5161,Out of School Hours Care
Richmond Primary School OSHC/Vac,Keswick,5035,Out of School Hours Care
St Leonards Primary School OSHC/Vac,Glenelg North,5045,Out of School Hours Care
Salisbury Primary School OSHC/Vac,Salisbury,5108,Out of School Hours Care
Stirling East - Mt Lofty Area OSHC,Stirling,5152,Out of School Hours Care
Athelstone School OSHC/Vac,Athelstone,5076,Out of School Hours Care
Unley OSHC Inc - OSCARS/Vac,Malvern,5061,Out of School Hours Care
Uraidla Primary School OSHC/Vac,Uraidla,5142,Out of School Hours Care
Victor Harbor R-7 OSHC Camp Australia,Victor Harbor,5211,Out of School Hours Care
Virginia Primary School OSHC/Vac,Virginia,5120,Out of School Hours Care
Waikerie Primary School OSHC/Vac,Waikerie,5330,Out of School Hours Care
Gidja Club Vacation Care,Port Lincoln,5606,Out of School Hours Care
Woodville Primary School OSHC/Vac,Woodville South,5011,Out of School Hours Care
Berri Primary School OSHC/Vac,Berri,5343,Out of School Hours Care
Prospect North Primary School OSHC/Vac,Prospect,5082,Out of School Hours Care
Mark Oliphant College (B-12) OSHC - Camp Australia,Munno Para,5115,Out of School Hours Care
Brighton Primary School OSHC/Vac,Brighton,5048,Out of School Hours Care
Hallett Cove School OSHC/Vac,Hallett Cove,5158,Out of School Hours Care
Linden Park Primary School OSHC/Vac,Linden Park,5065,Out of School Hours Care
Madison Park Primary School OSHC/Vac,Salisbury East,5109,Out of School Hours Care
Forbes Primary School OSHC/Vac,South Plympton,5038,Out of School Hours Care
Walkerville Primary School OSHC/Vac,Walkerville,5081,Out of School Hours Care
Tea Tree Gully Primary School OSHC/Vac,Tea Tree Gully,5091,Out of School Hours Care
Salisbury North School OSHC/Vac,Salisbury North,5108,Out of School Hours Care
Trinity Gardens Primary School OSHC,Trinity Gardens,5068,Out of School Hours Care
Paringa Park PS OSHC Camp Australia,North Brighton,5048,Out of School Hours Care
Hendon Primary School OSHC/Vac,Royal Park,5014,Out of School Hours Care
Burnside Primary School OSHC/Vac,Burnside,5066,Out of School Hours Care
Charles Campbell College OSHC/Vac,Paradise,5075,Out of School Hours Care
Clare Primary School OSHC/Vac,Clare,5453,Out of School Hours Care
Colonel Light Gardens Primary School OSHC/Vac,Colonel Light Gardens,5041,Out of School Hours Care
Willunga PS OSHC/Vac,Willunga,5172,Out of School Hours Care
Elizabeth North Primary School OSHC/Vac,Elizabeth North,5113,Out of School Hours Care
Elizabeth Grove Primary School OSHC,Elizabeth Grove,5112,Out of School Hours Care
Klemzig Primary School OSHC/Vac - Camp Australia,Klemzig,5087,Out of School Hours Care
Seacliff Primary School OSHC/Vac,Seacliff,5049,Out of School Hours Care
Coober Pedy Area School OSHC,Coober Pedy,5723,Out of School Hours Care
Christies Beach PS OSHC/Vac Camp Australia,Christies Beach,5165,Out of School Hours Care
Stradbroke School OSHC/Vac,Rostrevor,5073,Out of School Hours Care
Clovelly Park Primary School OSHC/Vac,Clovelly Park,5042,Out of School Hours Care
Warradale Primary School OSHC/Vac,Warradale,5046,Out of School Hours Care
Gawler and District College OSHC Camp Australia,Evanston,5116,Out of School Hours Care
Clapham OSHClub,Clapham,5062,Out of School Hours Care
Vale Park Primary School Happy Haven OSHC,Vale Park,5081,Out of School Hours Care
Hawthorndene Primary School OSHC/Vac,Hawthorndene,5051,Out of School Hours Care
Paradise Primary School OSHC/Vac,Paradise,5075,Out of School Hours Care
Airdale Primary School OSHC/Vac,Port Pirie,5540,Out of School Hours Care
Dernancourt Primary School OSHC/Vac,Dernancourt,5075,Out of School Hours Care
Seaview Downs Primary School OSHC/Vac,Seaview Downs,5049,Out of School Hours Care
Marion Primary School OSHC,Marion,5043,Out of School Hours Care
West Beach Primary school OSHC/Vac,West Beach,5024,Out of School Hours Care
Parafield Gardens Primary School OSHC/Vac,Parafield Gardens,5107,Out of School Hours Care
Gawler East Primary School OSHC/Vac,Gawler East,5118,Out of School Hours Care
Banksia Park School R-7 OSHC/Vac,Banksia Park,5091,Out of School Hours Care
East Marden Primary School OSHC/Vac,Campbelltown,5074,Out of School Hours Care
Reynella South Primary School OSHC/Vac,Reynella,5161,Out of School Hours Care
Modbury South PS Happy Haven OSHC,Hope Valley,5090,Out of School Hours Care
Para Vista Primary School OSHC/Vac,Para Vista,5093,Out of School Hours Care
Ridgehaven Primary School OSHC/Vac,Ridgehaven,5097,Out of School Hours Care
Hallett Cove East PS OSHC/Vac,Hallett Cove,5158,Out of School Hours Care
Reynella East Primary School Life Leisure OSHC/Vac,Reynella East,5161,Out of School Hours Care
Hackham East Primary School OSHC,Hackham,5163,Out of School Hours Care
Noarlunga Downs Primary School OSHC,Noarlunga Downs,5168,Out of School Hours Care
Flagstaff Hill R-7 School OSHC/Vac,Flagstaff Hill,5159,Out of School Hours Care
Redwood Park Primary School OSHC/Vac,Redwood Park,5097,Out of School Hours Care
Surrey Downs Primary School OSHC,Surrey Downs,5126,Out of School Hours Care
Fairview Park Primary School OSHC,Fairview Park,5126,Out of School Hours Care
Modbury West School OSHC/Vac,Modbury,5092,Out of School Hours Care
East Para Primary School OSHC/Vac,Para Hills,5096,Out of School Hours Care
Bellevue Heights Primary School OSHC,Bellevue Heights,5050,Out of School Hours Care
Flaxmill Schools OSHC Camp Australia,Morphett Vale,5162,Out of School Hours Care
Ingle Farm Primary School OSHC/Vac,Ingle Farm,5098,Out of School Hours Care
Braeview Primary School OSHC/Vac,Happy Valley,5159,Out of School Hours Care
Morphett Vale East PS OSHC/Vac,Morphett Vale,5162,Out of School Hours Care
Westport Primary School OSHC,Semaphore Park,5019,Out of School Hours Care
Craigburn Primary School OSHC/Vac,Flagstaff Hill,5159,Out of School Hours Care
West Lakes Shore PS OSHC/Vac,West Lakes Shore,5020,Out of School Hours Care
Torrensville Primary School OSHC/Vac,Torrensville,5031,Out of School Hours Care
North Haven School OSHC/ Vac,North Haven,5018,Out of School Hours Care
Wynn Vale School OSHC/Vac,Wynn Vale,5127,Out of School Hours Care
The Heights OSHC/Vac,Modbury Heights,5092,Out of School Hours Care
Sheidow Park Primary School OSHC/Vac,Sheidow Park,5158,Out of School Hours Care
Mount Barker South PS OSHC/Vac,Mount Barker,5251,Out of School Hours Care
Ardtornish Primary School OSHC/Vac,St Agnes,5097,Out of School Hours Care
Aberfoyle Hub Primary School OSHC/Vac,Aberfoyle Park,5159,Out of School Hours Care
The Pines Primary School Happy Haven OSHC,Parafield Gardens,5107,Out of School Hours Care
Keithcot Kings OSHC,Wynn Vale,5127,Out of School Hours Care
Eudunda Community Preschool Occ Care,Eudunda,5374,Occasional Care in Preschools
Sir Thomas Playford Kindergarten Occ Care,Elizabeth South,5112,Occasional Care in Preschools
Blakeview Primary School OSHC/Vac,Blakeview,5114,Out of School Hours Care
Para Hills West PS OSHC/Vac,Para Hills West,5096,Out of School Hours Care
Parkside OSHC Centre,Parkside,5063,Out of School Hours Care
St Joseph's School OSHC/Vac - Hectorville,Hectorville,5073,Out of School Hours Care
St Francis Xavier Regional School OSHC/Vac,Wynn Vale,5127,Out of School Hours Care
Our Saviour Lutheran School OSHC/Vac,Aberfoyle Park,5159,Out of School Hours Care
Holy Family Catholic School OSHC/Vac,Parafield Gardens,5107,Out of School Hours Care
St Martin's OSHC/Vac - Greenacres,Greenacres,5086,Out of School Hours Care
Our Lady of Mount Carmel PS OSHC/Vac,Pennington,5013,Out of School Hours Care
St Augustine's Parish School OSHC/Vac,Salisbury,5108,Out of School Hours Care
St Pius X OSHC/Vac,Windsor Gardens,5087,Out of School Hours Care
Whitefriars Parish School YMCA OSHC,Woodville Park,5011,Out of School Hours Care
Gawler & District College Child Ct Occasional Care,Evanston,5116,Occasional Care in Preschools
Riverview Preschool Centre Occ Care,Salisbury Downs,5108,Occasional Care in Preschools
Ingle Farm Community Kindergarten Occ Care,Ingle Farm,5098,Occasional Care in Preschools
Kapunda Kindergarten Occ Care,Kapunda,5373,Occasional Care in Preschools
Lantana Kindergarten Occ Care,Parafield Gardens,5107,Occasional Care in Preschools
Mark Oliphant College CPC Occasional Care,Munno Para,5115,Occasional Care in Preschools
Burton Park Preschool Occ Care,Burton,5110,Occasional Care in Preschools
The Hub Preschool Occ Care,Aberfoyle Park,5159,Occasional Care in Preschools
Aldinga Beach Children's Centre Occ Care,Aldinga,5173,Occasional Care in Preschools
Bains Road Preschool Occ Care,Morphett Vale,5162,Occasional Care in Preschools
Christie Downs Kindergarten Occ Care,Christie Downs,5164,Occasional Care in Preschools
Christies North Kindergarten Occ Care,Christies Beach,5165,Occasional Care in Preschools
Darlington Kindergarten Occ Care,Seacombe Gardens,5047,Occasional Care in Preschools
Mitchell Park Kindergarten Occ Care,Mitchell Park,5043,Occasional Care in Preschools
Strathalbyn Kindergarten Occ Care,Strathalbyn,5255,Occasional Care in Preschools
Woodend Children's Centre Occ Care,Sheidow Park,5158,Occasional Care in Preschools
Agnes Goode Kindergarten Occasional Care,Stepney,5069,Occasional Care in Preschools
Highbury Preschool Occasional Care,Highbury,5089,Occasional Care in Preschools
Mt Pleasant & District Kindergarten Occ Care,Mount Pleasant,5235,Occasional Care in Preschools
Woodside Preschool Playcentre Occ Care,Woodside,5244,Occasional Care in Preschools
Blair Athol North Children's Centre Occ Care,Blair Athol,5084,Occasional Care in Preschools
Torrensville Preschool Centre Occ Care,Torrensville,5031,Occasional Care in Preschools
Kurralta Park Comm Kindergarten Occ Care,Marleston,5033,Occasional Care in Preschools
Lucy Morice Kindergarten Occ Care,North Adelaide,5006,Occasional Care in Preschools
Pennington Children's Centre Occasional Care,Pennington,5013,Occasional Care in Preschools
Woodville Gardens Sch Children's Centre Child Care,Woodville Gardens,5012,Children's Centres
Klemzig Kindergarten Occ Care,Klemzig,5087,Occasional Care in Preschools
Prospect Kindergarten Occ Care,Prospect,5082,Occasional Care in Preschools
Dover Kindergarten Occ Care,South Brighton,5048,Occasional Care in Preschools
Gladigau Park Kindergarten Occ Care,Mount Gambier,5290,Occasional Care in Preschools
Michelle DeGaris Memorial Kindergarten Occ Care,Naracoorte,5271,Occasional Care in Preschools
Tailem Bend Kindergarten Rural Care,Tailem Bend,5260,Rural Care Programs in Preschools
Crystal Brook Kindergarten Occ Care,Crystal Brook,5523,Occasional Care in Preschools
Kimba Community Kindergarten Occ Care,Kimba,5641,Occasional Care in Preschools
Cowell Rural Care,Cowell,5602,Rural Care Programs in Preschools
Streaky Bay Children's Centre Occ Care,Streaky Bay,5680,Occasional Care in Preschools
Coonalpyn & District Kindergarten Occasional Care,Coonalpyn,5265,Occasional Care in Preschools
Gilles Street Primary School OSHC/Vac,Adelaide,5000,Out of School Hours Care
Gawler Primary School OSHC Camp Australia,Gawler,5118,Out of School Hours Care
Two Wells Primary School Vac Care,Two Wells,5501,Out of School Hours Care
Saint George College:Junior School,Mile End,5031,Primary Schools
Saint John's Grammar School:Junior School,Belair,5052,Primary Schools
RICE Project Preschool,Port Augusta,5700,Other Preschools
Streaky Bay Area School Vac Care,Streaky Bay,5680,Out of School Hours Care
Lockleys North Primary School OSHC/Vac,Lockleys,5032,Out of School Hours Care
Minda Incorporated Vacation Care,Dulwich,5065,Out of School Hours Care
Modbury Special School OSHC/Vac,Hope Valley,5090,Out of School Hours Care
Burton Primary School OSHC/Vac,Burton,5110,Out of School Hours Care
Eastern Fleurieu School OSHC/Vac,Strathalbyn,5255,Out of School Hours Care
YMCA Craigmore South PS OSHC,Craigmore,5114,Out of School Hours Care
Woodcroft PS Camp Australia OSHC/Vac,Woodcroft,5162,Out of School Hours Care
Belair Primary School OSHC/Vac,Belair,5052,Out of School Hours Care
Roxby Downs Area School OSHC/Vac,Roxby Downs,5725,Out of School Hours Care
Minya Bunhii Child Care,Ceduna,5690,Community Managed CCCs
Nuriootpa - Barossa OSHC/Vac,Nuriootpa,5355,Out of School Hours Care
Norrie Stuart Occasional Care,Whyalla Norrie,5608,Occasional Care in Preschools
Allenby Gardens Primary School OSHC,Allenby Gardens,5009,Out of School Hours Care
Tumby Bay Area School OSHC/Vac,Tumby Bay,5605,Out of School Hours Care
Kilkenny Primary School OSHC,West Croydon,5008,Out of School Hours Care
McRitchie Crescent Occasional Care,Whyalla Stuart,5608,Occasional Care in Preschools
Lyndoch Valley Occasional Care,Lyndoch,5351,Occasional Care in Preschools
Renmark Children's Centre Child Care,Renmark,5341,Children's Centres
Acacia Kindergarten,Mount Gambier,5290,Children's Services Centres
Balharry Memorial Kindergarten,Lucindale,5272,Children's Services Centres
Barmera Kindergarten,Barmera,5345,Children's Services Centres
Concordia Kindergarten,Murray Bridge,5253,Affiliate Preschools
Berri Community Preschool,Berri,5343,Children's Services Centres
St Martin's Kindergarten - Mount Gambier,Mount Gambier,5290,Affiliate Preschools
Carol Murray Children's Centre,Bordertown,5268,Integrated Rural Preschools/CCC
Coomandook and Districts Kindergarten,Coomandook,5261,Children's Services Centres
Coonalpyn Preschool,Coonalpyn,5265,Child Parent Centres
Akuna Kindergarten,Mount Gambier,5290,Children's Services Centres
Antonio School OSHC/Vac,Morphett Vale,5162,Out of School Hours Care
Geranium Kindergarten,Geranium,5301,Children's Services Centres
Gladigau Park Kindergarten,Mount Gambier,5290,Children's Services Centres
Glencoe & District Kindergarten,Glencoe,5291,Children's Services Centres
Kalangadoo Kindergarten,Kalangadoo,5278,Children's Services Centres
Ceduna Community Children's Centre OSHC/Vac,Ceduna,5690,Out of School Hours Care
Keith War Memorial Community Centre Kgtn,Keith,5267,Integrated Rural Preschools/CCC
Kingston Early Learning Centre,Kingston SE,5275,Children's Services Centres
Christ the King School OSHC,Warradale,5046,Out of School Hours Care
Lameroo and District Kindergarten,Lameroo,5302,Child Parent Centres
Monash Kindergarten,Monash,5342,Children's Services Centres
Loxton Preschool Centre Inc,Loxton,5333,Children's Services Centres
McKay Children's Centre,Penola,5277,Integrated Rural Preschools/CCC
Michelle DeGaris Memorial Kindergarten,Naracoorte,5271,Children's Services Centres
McArthur Park Kindergarten,Millicent,5280,Children's Services Centres
Millicent North Kindergarten,Millicent,5280,Children's Services Centres
Loxton North Kindergarten,Loxton North,5333,Child Parent Centres
Dominican School OSHC,Semaphore,5019,Out of School Hours Care
The Hills Christian Community School OSHC/Vac,Verdun,5245,Out of School Hours Care
Kidman Park PS OSHClub,Kidman Park,5025,Out of School Hours Care
Melaleuca Park Kindergarten,Mount Gambier,5290,Children's Services Centres
Meadows PS OSHC/Vac,Meadows,5201,Out of School Hours Care
Mitcham OSHClub Kingswood,Kingswood,5062,Out of School Hours Care
Naracoorte North Kindergarten,Naracoorte,5271,Children's Services Centres
Pinnaroo Kindergarten,Pinnaroo,5304,Children's Services Centres
Kirinari Kindergarten,Allendale East,5291,Children's Services Centres
Renmark Children's Centre,Renmark,5341,Children's Centres
Waikerie Children's Centre Child Care,Waikerie,5330,Community Managed CCCs
Robe Soldiers Memorial Kindergarten,Robe,5276,Children's Services Centres
Our Lady of Grace OSHC,Glengowrie,5044,Out of School Hours Care
Pimpala PS OSHC/Vac,Morphett Vale,5162,Out of School Hours Care
Prescott College Southern OSHC/Vac,Morphett Vale,5162,Out of School Hours Care
Rostrevor College Camp Aust OSHC/Vac,Woodforde,5072,Out of School Hours Care
Waikerie Children's Centre Inc,Waikerie,5330,Integrated Rural Preschools/CCC
Murray Bridge Preschool Kindergarten,Murray Bridge,5253,Children's Services Centres
Mannum Kindergarten,Mannum,5238,Children's Services Centres
Tinyeri Children's Centre,Murray Bridge,5253,Children's Centres
Swan Reach and Area Kindergarten,Swan Reach,5354,Children's Services Centres
Meningie Preschool,Meningie,5264,Children's Services Centres
Tailem Bend Kindergarten,Tailem Bend,5260,Children's Services Centres
Salisbury Heights PS OSHC/Vac,Salisbury Heights,5109,Out of School Hours Care
St Bernadette's OSHC Camp Australia Combined,St Marys,5042,Out of School Hours Care
St Columba College OSHC/Vac,Andrews Farm,5114,Out of School Hours Care
Morgan Kindergarten,Morgan,5320,Children's Services Centres
Renmark West Preschool,Renmark,5341,Children's Services Centres
Callington Kindergarten,Callington,5254,Children's Services Centres
Rendelsham Preschool,Rendelsham,5280,Children's Services Centres
St Francis of Assisi Camp Australia OSHC,Newton,5074,Out of School Hours Care
St Francis School OSHC - Lockleys,Lockleys,5032,Out of School Hours Care
St Gabriel's School OSHC,Enfield,5085,Out of School Hours Care
St John Bosco School OSHC/Vac,Brooklyn Park,5032,Out of School Hours Care
St John the Baptist Catholic School OSHC/Vac,Plympton,5038,Out of School Hours Care
St Mary Magdalene's OSHC,Elizabeth Grove,5112,Out of School Hours Care
St Paul Lutheran School OSHC,Blair Athol,5084,Out of School Hours Care
St Teresa's School OSHC/Vac,Brighton,5048,Out of School Hours Care
Westbourne Park PS OSHC Camp Australia,Westbourne Park,5041,Out of School Hours Care
Plympton International College OSHC Camp Australia,Plympton,5038,Out of School Hours Care
St Joseph's School OSHC Hindmarsh,West Hindmarsh,5007,Out of School Hours Care
St Joseph's School OSHC Payneham,Payneham,5070,Out of School Hours Care
St Joseph's School OSHC Tranmere,Tranmere,5073,Out of School Hours Care
Barmera Primary School OSHC/Vac,Barmera,5345,Out of School Hours Care
Golden Grove Lutheran School OSHC/Vac,Wynn Vale,5127,Out of School Hours Care
Penola OSHC,Penola,5277,Out of School Hours Care
St Margaret Mary's OSHC,Croydon Park,5008,Out of School Hours Care
St Joseph's School OSHC Ottoway,Ottoway,5013,Out of School Hours Care
Vietnamese Cultural Diversity Vac Care Program,Mansfield Park,5012,Out of School Hours Care
Scotch College Camp Australia OSHC/Vac,Mitcham,5062,Out of School Hours Care
St Monica's Parish School OSHC/Vac,Walkerville,5081,Out of School Hours Care
Norton Summit Primary School OSHC,Norton Summit,5136,Out of School Hours Care
Tyndale Christian School OSHC/Vac,Salisbury East,5109,Out of School Hours Care
St Joseph's Memorial School OSHC/Vac - Norwood,Norwood,5067,Out of School Hours Care
Inner North East Adelaide YMCA OSHC/Vac,Walkerville,5081,Out of School Hours Care
Ardrossan & Districts Community Kindergarten,Ardrossan,5571,Children's Services Centres
Bute and District Kindergarten,Bute,5560,Children's Services Centres
Augusta Park Childhood Services Centre,Port Augusta,5700,Children's Services Centres
Bishop Kindergarten,Port Lincoln,5606,Children's Services Centres
Booleroo Centre & District Kindergarten,Booleroo Centre,5482,Children's Services Centres
Kadina Preschool Centre,Kadina,5554,Children's Services Centres
Central Yorke Early Learning Centre,Maitland,5573,Child Parent Centres
